path,size_bytes,sha256
eda/run_eda.py,63864,7480f459e2d7c547ffe9e8f54d70b56f71db20f14db2f58e6a77cd4543cbed9e
eda/run_structural_eda.py,31236,3cc79fd2e6f62404cd9046d51de48b8fbe722b40ac18cd68bc0e727928585355
EXPERIMENT_PLAN.md,46332,4d09ad5a23417eefa90032b5798520ae4197d2f86743d357c96d8f6c2e8bc877
EXPERIMENT_PLAN_V2.md,56540,5bce5ef0c2f0b48adf655fc9bf56a0eb65b4e32adefafdf19fb9ca67d5afb965
EXPERIMENT_PLAN_V3.md,15907,dda224507dda83dd159a4799960d8cbe890fa5c54a5ee0fa133868262b1d6581
EXPERIMENT_PLAN_V5.md,10597,2bbf72e05614ae22bf6a997fa2a3a31257e0a09e439c6cbde8b528cc90c60fdf
experiments/analyze_v4_c3_source_replacement.py,7900,c947da21dd34bd0dd9a99bd749771aa4e18bccf56218c17c0ec29f2af062548d
experiments/analyze_v4_compact_supported_ensemble.py,7658,9d3ca0ab7b3ff989e7b6c3d428dae911e33124669cea320a913c11d23e06a7a4
experiments/analyze_v4_conditional_ridge_stack.py,8578,53067e2e24518c50c26e3e746d3d32571bd0d3cdf40bba1925bdd591c70271b9
experiments/analyze_v4_context_cat_delta.py,6605,456856a7ca23f0b771fd3163d6a08717741e5bd9c239d076df0e62649ba75112
experiments/analyze_v4_contrast_direction_stack.py,6943,55df81cc26d6d3f8d33fd0ae2936d0e7c4f34e4530b3d18b8b0b5e4873555be5
experiments/analyze_v4_contrast_effects.py,13204,5f34ac8c5b8b8e92921cc8f7434895e250632aefcd6a05fe9284248f91179cde
experiments/analyze_v4_current_residual_catalog.py,6626,1fbb7d6b3a6b72df3a70667a2fca8ebc8007e0bcd38344d09909b48e4f455466
experiments/analyze_v4_decayed_differentials.py,18485,9bfad1d9ed97ce698f290d380c07b4c7e816e03890de99b8c8933c8dcda43b1c
experiments/analyze_v4_deep_oof_stacker.py,16792,cd87e04407d59644fbbec40f1e95fcc09d45a99770b62c116faf913b160d1668
experiments/analyze_v4_failure_decomp_blend.py,7504,ca441e9afc383d3ae8e0992b639a33f33854dcb929839382621670cdb294074c
experiments/analyze_v4_final_calibration.py,10356,edc51421081b3af85fabcab75ad6e38b918eb7b8dc0d768ef0b4207681fd988c
experiments/analyze_v4_gated_hier_residual.py,12907,03f2b65c1f2922a4a49fe52fa66c6d9831abd78b102fb73bcd6fea6b0b2e99eb
experiments/analyze_v4_joint_neural.py,8076,1e33e23ee8260ce826e24e29121825ce9b52201dac71280899a51fc38761121a
experiments/analyze_v4_joint_reweight.py,13997,bd16d49fbdaf1c8a7c44239c427c480d2987ddef806720dca0d4ab6293549907
experiments/analyze_v4_level_effects.py,12297,908542981c1206fa13538057e91716edae038f0328f3b5b1a6aff8a62ebd8b3f
experiments/analyze_v4_nested_context_constrained.py,752,8b49bbc8c98cd5eabc8bfe66e64ea3b36f73ead73af7ccefa47efcc912924be9
experiments/analyze_v4_nested_context_expansion.py,15399,627c5e123064b21e7ef041572225f68940a710918c66caa9c746c212695790f4
experiments/analyze_v4_nested_deviations.py,14648,3fbdd56a545368636a1d67439b936e743478d023bba9a0148af6ffc94709b8fc
experiments/analyze_v4_nested_direction_stack.py,6814,2a7a16e74c8737a0004ceaa237b2dd6fee85b3646d77b45755f8717960c8afcf
experiments/analyze_v4_neural_multitask_residual.py,13628,755b8e50ecca9a23850e0d2ab3c0ab6aa3c8ab22ec169609a70124d9d17acc24
experiments/analyze_v4_neural_residual.py,21275,c78d0b592f30c32ec37258fbffd450cd6511879dc18c59f8bf48cc36fefab66a
experiments/analyze_v4_oof_direction_catalog.py,14646,fa90009192ca33ca1b41a236b99ff543e02d1a67745d757bdd23841c5f99f268
experiments/analyze_v4_oof_residual_catboost.py,9637,332fe4d6694c616fb984405cbaf0ab1052f729bde3eebcec825d3488afe0c022
experiments/analyze_v4_oof_residual_differentials.py,13332,5cb8d8e3aa21df17e6a47b972f044def85a4eff254f12234c15095504b22dee4
experiments/analyze_v4_outcome_component_reweight.py,8449,b7795af9f0b5948f3f184f64ea62595ebdf16a2b0b6bdcace2f185fcfd47107d
experiments/analyze_v4_pitchtype_failure_prior.py,25457,4a3163cc79d67d722e40137144ac0c78a77cdeedc2fd352513e63a39da61faa6
experiments/analyze_v4_player_state.py,18406,ad69cd35877eb14d1a1d9f2e4ea3ae5b4ae61f30814e879e82c31e64bb8e0c97
experiments/analyze_v4_post4_c3_axis_screen.py,10933,cc50c9b2b5a0a57cd1a9a62fdef1490d421ffa9df4a220b3b9e1d6ba9d03cd1b
experiments/analyze_v4_post4_c3_joint_axes.py,12158,c0b45aff2bdef4e2367911f117624f8babef93bc3ef34576dea8ed802db90545
experiments/analyze_v4_post4_c3_source.py,12429,766a4543ace480d2dbab7fc7236663c073fca87e45e5bec11816f4b370cc7853
experiments/analyze_v4_primary2024_sparse_stack.py,14886,9b12f4b532414b3476a8d288cb0ceea69d12e106c07301e9abb3195f03b7fe96
experiments/analyze_v4_public_residual_postprocess.py,20014,b8a6b36d950617e52893ecd5b0a3c32984c3954ba8eca17005cfb297da7c0ab8
experiments/analyze_v4_recent_r_cat_stack.py,4738,ad99da0182b41a9f2a9d0ee4f294bc294c5e54e82878ebf0d30042452fd89a6c
experiments/analyze_v4_residual_effects.py,16945,276b1dc555cb6c904bc72ead2c72feef63ae7275000e9f2a63b5ec0d7565af4a
experiments/analyze_v4_residual_ensemble.py,9331,bb1da48fac57c94d7f12096ede12faf3e542b61e0da0b4fd4f283f8104c29e6c
experiments/analyze_v4_robust_group_effects.py,15797,1787bff0e0c67b8568a06542c864468201e262a53af62347770fe7285ce1ae64
experiments/analyze_v4_robust_group_stack.py,7412,a50b9a088fddbffdad7efcf9c72136c3af99c4df5c291022154288301da081f2
experiments/analyze_v4_semantic_direction_catalog.py,13069,48ef280843b2a8fdc9ef07be0319d9f35c2e6746dc9faade0a1717060be09156
experiments/analyze_v4_supported_meta_stack.py,8542,33d2c0f88aeaba33ae4199c30669cbf0d5366d54b8ba82dbb7ffca90ead2b13c
experiments/analyze_v4_tabtransformer_ce_stack.py,4360,c09aaa73e9391f6e6c4a4c227ed2941323d7627e435159beebf82d1b98f24245
experiments/analyze_v4_tabtransformer_direction.py,4674,6f807a69854fd8b1720b557f962d444717e82f2a20c578d124b2c4e130da76b6
experiments/analyze_v4_tabtransformer_seed_ensemble.py,4728,927543a3ecafb9ef2cec699e57a90a1d7e57a7bae4fd8106fd16b9fc32dd2d0a
experiments/analyze_v4_temporal_direction_stack.py,9173,10ebbd3fc5247606c2015568b80e3701ff322a131e349ff13c8fba8e4427451a
experiments/analyze_v4_temporal_residual_models.py,21383,cecf490238961593eeeebe3114fa0bcdc480b68a3ab330d0222377a5ba966378
experiments/analyze_v4_temporal_residual_ridge.py,24393,f88f5b9b1ff5f346f7f935311537c66c4f5fd1e9a2f252509053925e00aa2ee6
experiments/analyze_v5_adaptive_state_space_source.py,9167,06f5716d76ce5b434f83a689173a7db44ba03ee39e18e3d471ef245f109b0238
experiments/analyze_v5_artifact_inventory_audit.py,8471,e609c7131727ed9e30a0426e7fcb6ab660b41e9305b0af9b2b15f5e968727b61
experiments/analyze_v5_auto_pitch_joint.py,9017,8bec0a98ae44cde379db6ded6ef8710e4488f76211524ccbd58b2ab01d31dd44
experiments/analyze_v5_auto_pitch_profile_joint.py,12421,ff97e06850778a1b53db343862f428ca074bac4c605aea9f4bd5f95a72b25055
experiments/analyze_v5_batter_pitch_selector_source.py,5454,da9f05dafd587391b54119f8c240d7ac779bfea24ba75a46eb0bceb19e6fa155
experiments/analyze_v5_batter_trackman_rich_source.py,7300,3f93157e1d0ffef009b08f0146903b957fb5e95128c51a541b76e3cd5c1ab052
experiments/analyze_v5_boundary_appearance_deconvolution_source.py,31097,4b77d6e932caee3730ab10737140a0d8b5c64d1b05e429a4e29a5e7f4e747519
experiments/analyze_v5_clean_three_component_upper_bound.py,13393,38e4a2255860d71d1735e3e25fbdec959db0b7501595cb9a3e1e2a538e83aca9
experiments/analyze_v5_component_pattern_moe.py,8106,e01f5c0a805ee30a62228f4f15a0cfb42a659069e6bf5b4029ae418f2cb53429
experiments/analyze_v5_conditional_physics_integration.py,9530,be7b2417bcf1a421aede5e60ef7e5db461c90fc22fd30b8bc8647166d309b76a
experiments/analyze_v5_contextual_privileged_marginalization.py,9566,3f5f38b7c156abac6b2e1ca543b230e687f7496bef13e9fc5dc7382233984d8f
experiments/analyze_v5_control_relevant_pitch_selection.py,15956,f2619a0c5e56b57f0e55bd6d17812f4cc976ce7ba95c3576838105aca9164c85
experiments/analyze_v5_count_moe.py,12339,4e78574a5bed732d55da2e11b3fe9556687c95b0887f19d37826f277aad51d41
experiments/analyze_v5_counter_reconstructed_pitch_hierarchy.py,36408,321c271bc8861d3ea666dfb4b8cfc3b7dd686715dc4a8be6a8cf0fb930c01a7c
experiments/analyze_v5_dense_moe_locked_selector.py,14616,66d64915834a15f9bc6568736f3325771b1400d114cecd96c87106fa059d92b7
experiments/analyze_v5_dense_moe_reliability_gate.py,9852,b8a00e917149abdcf27d7f2071ff361a460dc35821c7cf4769380d8908284497
experiments/analyze_v5_dense_moe_structured_selector.py,10668,f5402f25d59c9319c3fd959081b39734a24672b9018ddaef2b49607232e35c85
experiments/analyze_v5_dense_multitask.py,5612,21d6e0a14f7e04fa7aa23bb6e3f7ebaa0f272f49aeda28dcdbd2474c5cb53f2d
experiments/analyze_v5_dense_physics_pitchtype_moe.py,11443,79033d3df919f528d40ab30628ed5867a1f9bd28c1086f9df9a4cefc530a52ff
experiments/analyze_v5_dense_physics_seed_ensemble.py,8075,dcb312c6ef98a40bc9591d69545937e1870c4a9b394e4cd60bba50cb83c7a299
experiments/analyze_v5_dense_physics_seed_ensemble_dev.py,10638,29745f3f888ccd2b03dc83f2bb4f351884ad2a92aba9dbcea925f790386dcd8c
experiments/analyze_v5_dense_pitch_joint.py,9058,b6b900e9a6698c4ee8f2a0f550fcbb19a78153bac5ea3141793f848eb7d8e6a9
experiments/analyze_v5_dense_pitchtype_moe.py,13584,80f979f80b48758ab0cd0a17135e42ce6a5b5779cf02315dbb4653eda33c3d1e
experiments/analyze_v5_dense_seed_low_complexity_ensemble.py,8673,25724e907684f28935c79083f213c7b05d36a555ee2b9fcc4b9b61965208ad94
experiments/analyze_v5_direct_season_update.py,10381,eadb2e895bdb46def60afaa0cc436209b4a3d51053d90a43734d8178baa9fdcc
experiments/analyze_v5_direct_season_update_dev.py,9550,ff77a0b7dda289af347ed8d9a11beb1153be3dab45dc25ac3e455480cd015493
experiments/analyze_v5_direct_teacher_integration.py,9163,69e3b5765eebc20fdbca43fe3ab535d0127b68537e3c8aba8a8255818a2ff097
experiments/analyze_v5_drop_month_c.py,5026,238cd307871e8b015eb4ef75ea282b3a3afe55f11b02fdf03c583125d4a513fb
experiments/analyze_v5_dual_state_pitch_triad_dev.py,16759,e3e6cecd531877ad744a297f9b6a33d896f2d17308643cd270dd31d4899ba79c
experiments/analyze_v5_dual_state_pitch_triad_source.py,12439,71e6624b98d424fb84b9e0da51a6c7e3884a2dff33cd31f45e7af9945a399e67
experiments/analyze_v5_dynamic_state.py,11288,a973599c5ee381809a218010cf1a71332a88fbb533118119757102354f05d191
experiments/analyze_v5_exact_c_direct_binary_source.py,8767,300400d7b3565aef3faebe1b6bce9b5bb6b971b5612a97feb8c0e40e5a557e3b
experiments/analyze_v5_exact_c_multiseed.py,8063,573654116d3463722dd86ac9ab9af9c017d9ef8737c87a42d6325af7bfaff5a8
experiments/analyze_v5_exact_c_robust_regularization_source.py,8621,cc73dfc57ef897b31fc03533f9a469b816398b8a59fc1e5131ec6ec9a4fd468d
experiments/analyze_v5_exact_c_temporal_amplitude_source.py,8392,a1da6833f80f5321b27e32722d1bb9da93a262357999d8875a928bf325200f46
experiments/analyze_v5_expanded_auto_pitch_joint.py,10752,0f661132081e1fc64439ba895e101216bf984bf99d7f8d2e80046123a10b11a2
experiments/analyze_v5_expanded_dense_physics.py,13765,aca9487c49d82c7cff1b78033a979a54db4e8388778532c23630527cb9ab17ce
experiments/analyze_v5_expanded_fine_pitch_moe.py,9694,ba92435224956fc5b35eecd9ebf1f839bd1dcf25c3b702abbe19c0cda15241a7
experiments/analyze_v5_expanded_matchup_pitch_selector.py,13363,6261153c36bc7be07188193772df2c77467a4ab6e859d83e7198159faa81ff0c
experiments/analyze_v5_expanded_trackman_downstream.py,14870,6975e760f94e2660cd78f3012b8ab77175534a7a6e24d252bbb291c1b8688e55
experiments/analyze_v5_expanded_trackman_profiles.py,3798,ffe5523a5ff8b05c230d305df7e897fdbd9953bd02d825d81d531425e379af12
experiments/analyze_v5_expanded_trackman_selector.py,14126,2a8f86f0e2d44f9cd83b25f60e91dff91271417a2e80d681ba55b4d234ce9d45
experiments/analyze_v5_expectancy_state_lookup_source.py,13681,ab4fff472018b993182545efb00c9e27c1503ab3afb77bccb538b104def16779
experiments/analyze_v5_fine_pitch_joint.py,9453,1f91536a1f35950af61671a539479eb3b383adbff0c5e380d3a3d4dcb7d20b76
experiments/analyze_v5_fine_pitch_probability_features.py,4581,983237ac8a6c04b22fb0ef4fca9ba64df2c0b29b7e91cec18bf8aecd34370676
experiments/analyze_v5_fine_pitchtype_latent.py,24125,cd7ecb993c29e9673ae2c06d48fe15b5e4b398ae476580fc2b40bbed487ed2f8
experiments/analyze_v5_first_fold_gate.py,5406,6b1703c93b5713675c2894045b8517e9f08ea8bcb344fd3dfaa8e3bf5b9f0b94
experiments/analyze_v5_fixed_r_baserate_trend.py,15127,b07d88bc9e56c0e3c368ac967b5b64c9455a9753dd4e5a13a20ef079f00f19e5
experiments/analyze_v5_game_centered_brier_source.py,9472,66f94c43e449a55820f18107a670b778628d602a12c763eb024bd5e76c819b03
experiments/analyze_v5_game_pairwise_rank_source.py,8633,d844619822f45716c16de909c001125032f7e295b22d30804cf20cbb2bab0134
experiments/analyze_v5_game_type_state_deconvolution_oracle.py,13495,5d6c68ea3ac4cbedfea1e3a1a47b079a8f9ddd661b1683e09f6a56c3e0b0785c
experiments/analyze_v5_global_pairwise_rank_source.py,11321,4b077222db51fff91fc0760d206adcf526acecefe456cf867acf4970e401fa2c
experiments/analyze_v5_group_soft_development.py,12070,e86dd0d7d3a0b8728854a9b1df8a281eb99e03960c53e175a323163e767020fe
experiments/analyze_v5_group_soft_source.py,9713,5274b15349b1a7637aebcf2f08c6183d8cbc5472080e43f0288e3d4b72ba58dc
experiments/analyze_v5_h2_conditional_history.py,9448,3e442df67fcb40b75c5dac26b2aa1c3fd7f6daf2dd9395337b1f4201464c8ad6
experiments/analyze_v5_hashed_cross_source.py,9276,09f6191026d2b6c931b3f6056dbc76ba58a1386d6f6b13fa8a31f0afe2c3dcb4
experiments/analyze_v5_hgb_state_context.py,7914,4c9865a8a2cd5020775a57a7e13a3e0f18c175d5bfd97cae1fea232c7eb46cdc
experiments/analyze_v5_hgb_state_context_blend.py,7649,f3532b05c7547166248a2d671a760b17c64d37af71696dbd1993b846dbcf88e3
experiments/analyze_v5_hier_pitch_joint.py,9623,026a063fbf0bc21dd653e82325dc1b32198f5b314c71177f2d1718f5b4898b2c
experiments/analyze_v5_hierarchical_failure_chain.py,6299,901eb71c6df55319ad3911cc364d7b59b71b013160fa7c0c1db4bd576c3c6ca4
experiments/analyze_v5_honest_transfer_catalog.py,10985,caa71d1ea6b3915ae6a5dbf11c023958070591d26f31bfd79da5fb9b50538601
experiments/analyze_v5_lgbm_outcome_family_source.py,5833,f9e5f7327e4d38a3b21cf74038b97d2c818e7bf34bbd45e0058a167acac73955
experiments/analyze_v5_lupi_hybrid_source.py,5837,b0aa074479aafb621d81f5710497bc2954b2b49ce74eb1af997edbce76cc97de
experiments/analyze_v5_m3_recent_residual_differential_source.py,10738,7f871effc188be8a3a242467d4f427959dcea2f62b417fca2dd19e248cf5b8e7
experiments/analyze_v5_main_id_cohort_source.py,11143,d3e46741d6663297623f7b593801a9f90fa64c57b4ef460a80463158e26c5b4f
experiments/analyze_v5_matchup_hand_fine_pitch_moe.py,11814,ac79341d773a61f9239bb488347503e2bc339093654290168aae200e4e978f63
experiments/analyze_v5_multinomial_offset.py,9639,3969ae80e82a9bb23351861333f636d0fd635fe6b02efac83342068cea14cee4
experiments/analyze_v5_neural_dense_multitask_source.py,6716,d4698f888171d737dcf1796392085363d50004ea467288d15590169a91efe4fc
experiments/analyze_v5_neural_dense_multitask_source2021.py,5393,8b425d8f4fc266e2b692b5da86ddb15e57d05ef77d0ca7a608f1b8d04b03385f
experiments/analyze_v5_partial_binary_fine_pitch_moe.py,11164,9b6b7c1f2a6b1415a116cd8dd1a6a361079f20b324712dbd964dbda8af6a4a74
experiments/analyze_v5_partial_expanded_fine_pitch_moe.py,11903,8347c14e8b1855ee9251d3b99261e1437d9dbb23bf171f99bceb8b075b709040
experiments/analyze_v5_partial_trackman_linkage.py,6065,ab3de33409885c9723f30ec7473e9d7367c34ea3b97379466388feea26193750
experiments/analyze_v5_physics_adjusted_command.py,20257,5bfd77be0682968981ef3b5b0b1bb41b0f7e44df406d907f692b3a4eb556f763
experiments/analyze_v5_physics_delta_student.py,4798,b504e6b8c9e0d739d31195599c98fcbf39738bbc07110e495ca401448fdfd6ab
experiments/analyze_v5_physics_joint.py,9618,6f7b1302b5799fe92e3713fbf052e96420aa9a6754ed60e87757c5b53cc9d62f
experiments/analyze_v5_pitch_gated_stable_route_source.py,17949,96bbcaba6ad9467df20883a8f0ef4df36b6dfd2e57d9ce9c9532f16c0835e857
experiments/analyze_v5_pitch_oracle_delta_distill.py,10902,d5035938e519d2792d7def6646a5c21ad4030f6b609b169670f8236de4b22198
experiments/analyze_v5_pitch_selector_context_tilt.py,6208,20dbc9067bb27c691eb8068ce06191d9227f94a9003255e12f8142285679d220
experiments/analyze_v5_pitcher_context_differential.py,9909,a3e83462a5aa19d46350c5fb7c09e431e6e037d384055f60f63c62ff7dd5a190
experiments/analyze_v5_pitchtype_moe.py,16705,27e91f9227e855f5c3a0ff5d1c3e178bdc85a74ac7d137ecfe065e6ea7bbe78a
experiments/analyze_v5_postbreak_f_logistic_confirmation.py,12349,d928866b66a4d33563fc6ffd1e416241194102949bfad66789b3ba3bb738a2f1
experiments/analyze_v5_postbreak_f_logistic_source.py,15330,6d9608e3f99885a36455fb5fde685afe239b678b3e381b0bf34e1c895834c324
experiments/analyze_v5_postbreak_f_specialist.py,22567,6e50f0c8bad89e9b9e57d5a832a49784ecc7808ffcd06d4416d6f94ed781b3c6
experiments/analyze_v5_prevyear_loss_gate_dev2022.py,8910,bf2880abc4c015872e5132df6cde4c6421b06cbf91074290654035cbae42fae3
experiments/analyze_v5_prevyear_loss_gate_source.py,16922,1b1bc12fdd537de5de264aa503e3eb23fee8dbcf0f31709ecea51b3c42ce8186
experiments/analyze_v5_privileged_trackman_distill_c.py,8502,fbcda4b6806d208278af94b9ee777432135987c6c64e7694e94aac3b7776af93
experiments/analyze_v5_r_specialist.py,10660,c7137824fd17e7621367d8d648be5f317e4328b3ed3cd2b748c0ead05f5cb0fd
experiments/analyze_v5_raw_trackman_pitch_selector.py,16592,c35c8d56d321aded8094cbcdca390606b35692d211ce6f1cb3647258bdae81d6
experiments/analyze_v5_recent_denominator.py,9058,07429a9866a7c3c2e51110cc5f1f32ab981279cdc3cd5b11359cb9cae5a42669
experiments/analyze_v5_recent_game_f_update.py,9049,fe68a6bdd4bc42ae70ddcb3f172ab26286f06e5f99e95e5fd8a492dd2b283196
experiments/analyze_v5_recent_neural_multitask_source.py,4938,bd10438d94f114fcbbb25e74091f787abb7283c1d50155ccdd46bf9dd527d8a3
experiments/analyze_v5_recent_routed_confirmation.py,10958,b8a3793aed57ae0566964e8fe805da5d6aacb3f6346ddce16ce3e684188172a8
experiments/analyze_v5_recent_routed_dev.py,11587,969786cd48ebbe160dd7be266c8ece15fd6a68f6420cded6f9fac9250660cd7d
experiments/analyze_v5_recent_routed_regime_dev.py,7036,aa29005d335d567e9f44158e0a41a97c87aa6e7a7e037fecfdcbe37cfca1a54b
experiments/analyze_v5_recent_routed_source.py,8480,3cfd4140181fb8d10858236e3a078edd2e20a0b9bd876ce8746dedb0bdbbf327
experiments/analyze_v5_recent_workload_decoder_source.py,14532,f583c12f6c4c9872ef6541491971417d9bf12f83b6012a47a71c6e39f5f5926b
experiments/analyze_v5_recent_workload_exact_c_dev.py,17882,ee9f4becd0088744afc582df2314327e28acdbb86002d1e873075b15b4da5e4f
experiments/analyze_v5_row_local_pitchmix_selector.py,30551,78f3f0f526f4e64deab1c627fc7beb96c7bef5a09c976d59142d8b72bc8e9288
experiments/analyze_v5_selective_fine_pitch_abstention.py,14350,b7ef1dd54bee40fd50deb56eb05c022ffc9b6d1955730c7f7f965eafbb2aeb83
experiments/analyze_v5_semantic_row_c.py,5359,9abc68c7cec83aaebb3033038a64054ae7139ec40624caf3f267747542df6b6f
experiments/analyze_v5_success_focused_outcome_source.py,9607,6155a67cea7ccd7b3d6666dba34cb5a700348c7a15e15956bd517c567307f2cf
experiments/analyze_v5_tabiclv2_transfer.py,7876,efd95b20ca58bee8204597dcc5e0e9c23b8dde63d9cf9921919fde944b66e31b
experiments/analyze_v5_tabm_conditional_trackman.py,5502,72b4ed824d332898e88f40d231ed4a44bf517f018b94063b2177fb5eb3dcb2e1
experiments/analyze_v5_tabm_pitch_gated_source2020.py,5763,3c564a6f6b17f7179109dcb8d6b2723bb2dc07844fc98de51bfd5c24916367d2
experiments/analyze_v5_tabm_pitch_gated_source2021.py,4925,858867409e1b117e3d5895d4e5592a17b62d214b2ac340df36531f911aa679a4
experiments/analyze_v5_temporal_multitask_head.py,5777,9a0f896fb5cc909b7a920e71444fcbbba827bcaeecd68dce756c86b60ac830de
experiments/analyze_v5_temporal_stable_joint.py,9132,d644198e86a5c2062a0a09fe772cbb7f40dc74724e85c652fec6f8e75d8c25cb
experiments/analyze_v5_temporal_state_offset_gate_source.py,21825,fe693367a238c39b605745a17346a550bd4cb25f8a8872e132fb8026bbf70887
experiments/analyze_v5_three_axis_dev.py,15249,ed54d92bf51b7d87872cb5cac35f942a60726264f151db7c610a52bf9e3234f7
experiments/analyze_v5_three_axis_source.py,11855,a8fee63991a3c392fd3fc4f783f70f532ac2251adf50a34097eef30e98200329
experiments/analyze_v5_trackman_archetype_stability.py,3816,cd7a0b39bc1aed41bc31cdab01952e1d6f253a75e4755b5b6e70bf54aba29b90
experiments/analyze_v5_trackman_game_repeatability_source.py,7910,a11f967f41e6815c00597ca8db9377b6746814cf2406b3ab59fceed321e61eee
experiments/analyze_v5_trackman_id_structure.py,13001,234930c490506849397e0a54e620b659b80f35c4a85c0ea86721e32d003cd218
experiments/analyze_v5_trackman_inning_physics_source.py,6734,b198c500dffaea00aa2fc92a479ef025861e39d57f649302c4566702a30a01ae
experiments/analyze_v5_trackman_lupi_c.py,5011,c7bb2cf118864abe8c4b2240ed40b9bec6018b2c474ffaa60a9ab399b93f2540
experiments/analyze_v5_trackman_soft_student.py,8655,9f06d266d4c7d574038461ae5c91bfefc7fc3c4fb3bd6454521068a6f691f12c
experiments/analyze_v5_trackman_workload_c_source.py,12214,fc6c792ebc51da2fa6c8d151e6262f14408286188951668adf3b6acbe94455f7
experiments/analyze_v5_transfer_catalog.py,9822,4daea40240c89b852eba1cca5bf14e8f50e74ef6be1823e4ab101b7b99ad19f4
experiments/analyze_v5_two_season_residual_consensus.py,14445,cb062333ef8f0a0655ee5a8abd8468401f73f67b757105fb83a77740e7c61889
experiments/audit_v4_failure.py,11327,4a81903529184da381f096364f4e1f02f4256ac21f8e2fdf9b0814e801a9e445
experiments/audit_v5_anchor_honesty.py,16693,dbb3a9fbce9023dd37e4432778f3ee0de06b184e07f159445d955e129a13ff41
